Player Name,Player Id,Injury Type,From Date,Until Date,Days Missed
Wanderson,236202,Lesão desconhecida,26/01/2014,28/02/2014,33
Rafael Borré,323831,Lesão na coxa,26/09/2024,18/10/2024,22
Rafael Borré,323831,Lesão na coxa,09/08/2024,24/08/2024,15
Rafael Borré,323831,Coronavírus,15/05/2021,23/05/2021,8
Rafael Borré,323831,Choque,05/05/2021,08/05/2021,3
Rafael Borré,323831,Choque,03/12/2020,07/12/2020,4
Rafael Borré,323831,Coronavírus,07/11/2020,18/11/2020,11
Rafael Borré,323831,Problemas na anca,03/03/2020,07/03/2020,4
Rafael Borré,323831,Traumatismo no pé,25/10/2018,30/10/2018,5
Vitinho,670965,Constipação,23/01/2022,25/01/2022,2
Thiago Borbas,743951,Lesão na coxa,16/09/2024,,82
Gabriel Veron,627221,Lesão na coxa,23/07/2024,05/09/2024,44
Gabriel Veron,627221,Operação ao pé,23/01/2024,09/04/2024,77
Gabriel Veron,627221,Ruptura muscular na coxa,11/10/2023,31/12/2023,81
Gabriel Veron,627221,Lesão nos adutores,26/07/2023,04/10/2023,70
Gabriel Veron,627221,Lesão tornozelo,30/01/2023,04/03/2023,33
Gabriel Veron,627221,Lesão desconhecida,28/10/2022,04/12/2022,37
Gabriel Veron,627221,Lesão na coxa,16/04/2021,10/07/2021,85
Gabriel Veron,627221,Coronavírus,20/11/2020,28/11/2020,8
Gabriel Barbosa,244275,Problemas musculares na coxa,16/09/2024,25/09/2024,9
Gabriel Barbosa,244275,Lesão na coxa,16/08/2024,12/09/2024,27
Michael,520392,Lesão na coxa,29/08/2024,01/10/2024,33
Marquinhos,668268,Lesão na coxa,29/07/2024,19/08/2024,21
Marquinhos,668268,Lesão na coxa,22/06/2024,06/07/2024,14
Yeferson Soteldo,312294,Problemas musculares,27/09/2024,01/10/2024,4
Yeferson Soteldo,312294,Problemas musculares na coxa,01/02/2024,01/04/2024,60
Yeferson Soteldo,312294,Lesão muscular,30/04/2023,22/05/2023,22
Yeferson Soteldo,312294,Lesão na coxa,08/10/2022,15/01/2023,99
Yeferson Soteldo,312294,Problemas musculares na coxa,19/09/2018,22/09/2018,3
Yeferson Soteldo,312294,Muskelbündelriss,30/04/2018,12/05/2018,12
Yeferson Soteldo,312294,Lesão no joelho,27/03/2017,06/04/2017,10
Matías Arezo,611426,Problemas musculares,01/07/2023,10/07/2023,9
Matías Arezo,611426,Muskelkater,30/06/2023,03/07/2023,3
Matías Arezo,611426,Lesão muscular,14/03/2023,22/03/2023,8
Matías Arezo,611426,Lesão desconhecida,02/02/2021,05/02/2021,3
Matías Arezo,611426,Lesão muscular,13/11/2020,23/11/2020,10
Yeferson Soteldo,312294,Problemas musculares,27/09/2024,01/10/2024,4
Yeferson Soteldo,312294,Problemas musculares na coxa,01/02/2024,01/04/2024,60
Yeferson Soteldo,312294,Lesão muscular,30/04/2023,22/05/2023,22
Yeferson Soteldo,312294,Lesão na coxa,08/10/2022,15/01/2023,99
Yeferson Soteldo,312294,Problemas musculares na coxa,19/09/2018,22/09/2018,3
Yeferson Soteldo,312294,Muskelbündelriss,30/04/2018,12/05/2018,12
Yeferson Soteldo,312294,Lesão no joelho,27/03/2017,06/04/2017,10
Matheus Nascimento,743594,Lesão na coxa,20/04/2024,,231
Talles Magno,677512,Lesão na coxa,22/09/2024,16/10/2024,24
Talles Magno,677512,Lesão desconhecida,19/08/2024,22/08/2024,3
Talles Magno,677512,Lesão no joelho,29/02/2024,01/05/2024,62
Talles Magno,677512,lesão na perna,29/05/2023,02/06/2023,4
Talles Magno,677512,Problemas no Joelho,28/03/2021,24/05/2021,57
Talles Magno,677512,Coronavírus,20/11/2020,01/12/2020,11
Talles Magno,677512,Coronavírus,31/03/2020,15/04/2020,15
Talles Magno,677512,Fratura do Metatarso,24/02/2020,24/06/2020,121
Talles Magno,677512,Lesão na coxa,08/11/2019,12/01/2020,65
Gonzalo Plata,592735,Rotura no tendão do adutor,18/03/2023,30/03/2023,12
Gonzalo Plata,592735,Problemas na anca,06/10/2022,18/10/2022,12
Gonzalo Plata,592735,Problemas na tibiotársica,15/08/2022,01/09/2022,17
Gonzalo Plata,592735,Entorse do tornozelo,13/06/2022,25/07/2022,42
Gonzalo Plata,592735,Coronavírus,17/02/2022,24/02/2022,7
Gonzalo Plata,592735,Gripe,01/11/2021,05/11/2021,4
Gonzalo Plata,592735,Coronavírus,22/11/2020,02/12/2020,10
Wesley,674732,Pubalgia,27/06/2024,06/07/2024,9
Wesley,674732,Lesão no ombro,29/12/2023,16/02/2024,49
Wesley,674732,Entorse no joelho,05/11/2020,18/02/2021,105
Ferreirinha,689017,Lesão na coxa,18/08/2024,15/10/2024,58
Ferreirinha,689017,Lesão na coxa,26/03/2023,30/06/2023,96
Ferreirinha,689017,Lesão muscular,23/08/2022,02/01/2023,132
Ferreirinha,689017,Lesão no joelho,11/07/2021,23/08/2021,43
Alexander Aravena,662742,Problemas musculares,21/04/2023,05/05/2023,14
Alexander Aravena,662742,Muskelquetschung,07/01/2021,19/01/2021,12
Alexander Aravena,662742,Rotura muscular na coxa,19/12/2020,30/12/2020,11
Isidro Pitta,675178,Lesão no tornozelo,03/11/2022,21/01/2023,79
Agustín Canobbio,457533,Edema do osso,19/10/2024,30/11/2024,42
Agustín Canobbio,457533,Lesão no tornozelo,05/05/2024,14/05/2024,9
Agustín Canobbio,457533,Problemas físicos,10/06/2022,27/06/2022,17
Agustín Canobbio,457533,Fratura na face,06/03/2022,08/04/2022,33
Agustín Canobbio,457533,lesão na perna,30/08/2020,23/11/2020,85
Agustín Canobbio,457533,Gestão de esforço,25/05/2019,27/05/2019,2
Agustín Canobbio,457533,Gestão de esforço,02/03/2019,05/03/2019,3
Agustín Canobbio,457533,Gripe gastrointestinal,12/04/2018,17/04/2018,5
Lucas Moura,77100,Lesão no tornozelo,05/04/2024,16/05/2024,41
Lucas Moura,77100,Lesão na coxa,31/01/2024,25/02/2024,25
Lucas Moura,77100,Lesão na panturrilha,29/08/2022,10/10/2022,42
Lucas Moura,77100,Pancada na coxa,24/02/2022,03/03/2022,7
Lucas Moura,77100,Lesão no tornozelo,16/09/2021,23/09/2021,7
Lucas Moura,77100,Choque,16/07/2020,20/07/2020,4
Lucas Moura,77100,Choque,23/12/2019,02/01/2020,10
Lucas Moura,77100,Lesão no joelho,03/01/2019,24/01/2019,21
Lucas Moura,77100,Choque,09/08/2018,20/08/2018,11
Lucas Moura,77100,Lesão no tornozelo,21/08/2017,07/09/2017,17
Lucas Moura,77100,Problemas musculares na coxa,16/02/2015,13/04/2015,56
Jeffinho,884072,Lesão na coxa,21/05/2024,08/11/2024,171
Jeffinho,884072,Lesão muscular,06/02/2024,30/03/2024,53
Alisson,1083070,Lesão na coxa,25/08/2024,15/10/2024,51
Alisson,1083070,Entorse do tornozelo,23/06/2024,12/08/2024,50
Adson,868891,Fratura da tíbia,27/08/2024,,102
Adson,868891,Problemas musculares na coxa,21/10/2022,15/01/2023,86
Cristian Pavón,373170,Lesão na coxa,24/08/2024,08/10/2024,45
Cristian Pavón,373170,Lesão na coxa,19/04/2024,07/06/2024,49
Cristian Pavón,373170,Lesão na coxa,19/01/2023,30/01/2023,11
Cristian Pavón,373170,Quarentena,22/07/2021,29/07/2021,7
Cristian Pavón,373170,Recuperação ritmo competitivo,01/04/2021,23/04/2021,22
Cristian Pavón,373170,Lesão no tornozelo,19/01/2021,31/03/2021,71
Cristian Pavón,373170,Muskelbündelriss,22/02/2019,27/03/2019,33
Cristian Pavón,373170,Muskelbündelriss,12/11/2018,04/12/2018,22
Cristian Pavón,373170,Problemas musculares na coxa,09/10/2018,22/10/2018,13
Kaio Jorge,620477,Lesão na coxa,27/11/2024,,10
Kaio Jorge,620477,Lesão desconhecida,24/05/2024,29/05/2024,5
Kaio Jorge,620477,Lesão desconhecida,30/03/2024,07/04/2024,8
Kaio Jorge,620477,Lesão desconhecida,26/09/2023,22/10/2023,26
Kaio Jorge,620477,Recuperação ritmo competitivo,15/02/2023,14/06/2023,119
Kaio Jorge,620477,Rotura do tendão rotuliano,24/02/2022,14/02/2023,355
Kaio Jorge,620477,Síndrome gripal,06/01/2022,06/01/2022,0
Kaio Jorge,620477,Problemas musculares,23/08/2021,30/09/2021,38
Kaio Jorge,620477,Problemas musculares,15/02/2021,08/04/2021,52
Luiz Araújo,435485,Lesão no joelho,15/09/2024,03/12/2024,79
Luiz Araújo,435485,Lesão muscular,28/02/2022,13/04/2022,44
Luiz Araújo,435485,Coronavírus,31/12/2020,15/01/2021,15
Dudu,114937,Lesão na panturrilha,08/08/2024,31/08/2024,23
Dudu,114937,Rotura dos ligamentos cruzados,28/08/2023,13/06/2024,290
Biel,875328,Problemas na zona lombar,26/10/2024,19/11/2024,24
Biel,875328,Problemas nas costas,12/08/2024,17/10/2024,66
Biel,875328,Lesão no tornozelo,14/07/2024,20/07/2024,6
Biel,875328,Lesão na coxa,17/10/2022,31/12/2022,75
Giovane,1005165,Lesão na coxa,06/09/2023,16/10/2023,40
Júnior Santos,592347,Recuperação ritmo competitivo,29/09/2024,04/11/2024,36
Júnior Santos,592347,Fratura da tíbia,23/07/2024,27/09/2024,66
Juan Dinenno,288786,Lesão do ligamento cruzado,28/08/2024,01/04/2025,216
Juan Dinenno,288786,Lesão no púbis,27/05/2024,23/07/2024,57
Juan Dinenno,288786,Fratura do nariz,13/04/2024,26/05/2024,43
Jonathan Calleri,284727,Problemas musculares,10/11/2024,,27
Jonathan Calleri,284727,Lesão na coxa,18/07/2024,23/07/2024,5
Jonathan Calleri,284727,Lesão na panturrilha,09/05/2024,28/05/2024,19
Jonathan Calleri,284727,Lesão no tornozelo,01/10/2023,31/12/2023,91
Jonathan Calleri,284727,Problemas nas costas,28/06/2023,06/07/2023,8
Jonathan Calleri,284727,Lesão no tornozelo,25/02/2023,07/04/2023,41
Jonathan Calleri,284727,Innenbandanriss Knie,19/10/2020,18/02/2020,244
Jonathan Calleri,284727,Lesão na coxa,21/10/2019,27/11/2019,37
Jonathan Calleri,284727,Lesão muscular,04/10/2019,18/10/2019,14
Jonathan Calleri,284727,Recuperação ritmo competitivo,22/08/2018,04/09/2018,13
Bruno Rodrigues,406766,Lesão no joelho,26/01/2024,,316
André Silva,565232,Lesão desconhecida,10/12/2023,17/12/2023,7
André Silva,565232,Lesão muscular,20/08/2022,02/11/2022,74
Lázaro,574772,Lesão na coxa,18/06/2024,23/07/2024,35
Martin Braithwaite,95732,Lesão muscular,26/08/2023,03/09/2023,8
Martin Braithwaite,95732,Pancada na coxa,18/05/2023,23/05/2023,5
Martin Braithwaite,95732,Coronavírus,29/04/2022,06/05/2022,7
Martin Braithwaite,95732,Lesão no joelho,30/08/2021,20/01/2022,143
Martin Braithwaite,95732,Lesão no tornozelo,20/04/2021,04/05/2021,14
Martin Braithwaite,95732,Lesão na coxa,09/02/2021,16/02/2021,7
Martin Braithwaite,95732,Quarentena,10/11/2020,13/11/2020,3
Martin Braithwaite,95732,Lesão muscular,20/09/2020,30/09/2020,10
Martin Braithwaite,95732,Queixas adutores,06/12/2015,17/12/2015,11
Martin Braithwaite,95732,Fratura do perónio,20/03/2011,30/06/2011,102
Imanol Machuca,829968,Lesão na coxa,25/07/2024,09/08/2024,15
Pedro Raul,547443,Lesão na coxa,12/02/2024,01/03/2024,18
Alerrandro,371996,Lesão muscular,19/09/2022,03/11/2022,45
Alerrandro,371996,Rotura muscular na coxa,10/10/2020,22/11/2020,43
Tomás Cuello,503052,Lesão no joelho,23/06/2024,10/07/2024,17
Tomás Cuello,503052,Dor de dentes,18/09/2019,18/10/2019,30
Ademir,544259,Lesão na coxa,22/07/2024,28/08/2024,37
Bruno Tabata,438202,Vírus,30/09/2024,18/10/2024,18
Bruno Tabata,438202,Lesão na coxa,12/09/2024,28/09/2024,16
Bruno Tabata,438202,Lesão na coxa,20/03/2023,09/05/2023,50
Bruno Tabata,438202,Lesão no joelho,23/04/2021,31/05/2021,38
Bruno Tabata,438202,Lesão desconhecida,10/04/2021,14/04/2021,4
Bruno Tabata,438202,Coronavírus,18/01/2021,25/01/2021,7
Bruno Tabata,438202,Lesão muscular,23/10/2020,18/11/2020,26
Bruno Tabata,438202,Lesão desconhecida,25/12/2018,09/01/2019,15
Bruno Tabata,438202,Lesão desconhecida,08/12/2018,16/12/2018,8
Bruno Tabata,438202,Lesão na coxa,17/03/2018,12/04/2018,26
Bruno Tabata,438202,Lesão muscular,06/03/2018,12/03/2018,6
Bruno Tabata,438202,Lesão desconhecida,01/09/2017,24/10/2017,53
Tiquinho Soares,103381,Problemas no Joelho,31/07/2024,13/08/2024,13
Tiquinho Soares,103381,Lesão na coxa,26/04/2024,31/05/2024,35
Tiquinho Soares,103381,Problemas no Joelho,07/08/2023,28/08/2023,21
Tiquinho Soares,103381,lesão no braço,02/07/2021,25/08/2021,54
Tiquinho Soares,103381,Doente,26/01/2019,27/01/2019,1
Tiquinho Soares,103381,Lesão nos adutores,05/08/2018,26/09/2018,52
Tiquinho Soares,103381,Rotura muscular na coxa,26/02/2018,15/03/2018,17
Tiquinho Soares,103381,Problemas físicos,12/10/2017,22/11/2017,41
Tiquinho Soares,103381,lesão na perna,09/08/2017,28/08/2017,19
Rafael Ratão,289802,Lesão muscular,29/10/2023,31/10/2023,2
Rafael Ratão,289802,Gripe,27/10/2022,01/11/2022,5
Rafael Ratão,289802,Lesão muscular,05/09/2022,04/10/2022,29
Rafael Ratão,289802,Pequena lesão,02/03/2021,08/03/2021,6
Rafael Ratão,289802,Lesão desconhecida,12/06/2020,21/06/2020,9
Rafael Ratão,289802,Lesão desconhecida,30/08/2019,07/10/2019,38
Rafael Ratão,289802,Lesão desconhecida,12/03/2019,17/03/2019,5
Breno Lopes,542598,Ligamento Esticado,16/04/2021,07/06/2021,52
Breno Lopes,542598,Coronavírus,20/11/2020,28/11/2020,8
Enner Valencia,139503,Problema nos flexores do quadril,14/07/2024,22/07/2024,8
Enner Valencia,139503,Lesão no pé,01/04/2024,28/05/2024,57
Enner Valencia,139503,Traumatismo no pé,26/02/2024,08/03/2024,11
Enner Valencia,139503,Lesão na cabeça,29/04/2023,06/05/2023,7
Enner Valencia,139503,Lesão meniscal,19/03/2023,29/03/2023,10
Enner Valencia,139503,Problemas no Joelho,26/12/2022,04/01/2023,9
Enner Valencia,139503,Lesão no joelho,29/11/2022,16/12/2022,17
Enner Valencia,139503,Lesão no pé,28/02/2022,14/03/2022,14
Enner Valencia,139503,Doente,14/01/2022,16/01/2022,2
Enner Valencia,139503,Recuperação ritmo competitivo,06/12/2021,15/12/2021,9
Enner Valencia,139503,Lesão tornozelo,30/10/2021,06/12/2021,37
Enner Valencia,139503,Lesão desconhecida,12/08/2021,21/08/2021,9
Enner Valencia,139503,Fissura parcial muscular,07/12/2020,28/12/2020,21
Enner Valencia,139503,Coronavírus,14/11/2020,30/11/2020,16
Enner Valencia,139503,Febre,11/11/2020,14/11/2020,3
Bernard,175169,Problemas no Joelho,01/12/2024,,6
Bernard,175169,Estiramento do ligamento colateral interno do joelho,26/09/2024,05/11/2024,40
Bernard,175169,Lesão desconhecida,21/04/2024,06/05/2024,15
Bernard,175169,Lesão no joelho,01/01/2020,04/01/2020,3
Bernard,175169,Lesão no joelho,27/10/2019,30/11/2019,34
Bernard,175169,Doente,26/09/2019,04/10/2019,8
Bernard,175169,Choque,26/08/2018,15/09/2018,20
Bernard,175169,Choque,09/08/2018,24/08/2018,15
Bernard,175169,Lesão no ombro,14/03/2018,30/06/2018,108
Bernard,175169,lesão no braço,23/10/2017,30/10/2017,7
Bernard,175169,Lesão ligamentar,16/02/2015,02/04/2015,45
Luciano,223560,Lesão na coxa,05/07/2023,10/07/2023,5
Luciano,223560,Doente,20/11/2021,05/12/2021,15
Luciano,223560,Lesão muscular,21/06/2021,16/08/2021,56
Luciano,223560,Recuperação ritmo competitivo,28/12/2020,21/01/2021,24
Luciano,223560,Lesão muscular,13/12/2020,24/12/2020,11
Luciano,223560,Lesão na coxa,12/08/2020,20/08/2020,8
Luciano,223560,Lesão na coxa,18/08/2018,02/09/2018,15
Luciano,223560,Rotura parcial de ligamento,20/09/2017,25/07/2018,308
Luciano,223560,Rotura parcial de ligamento,19/08/2015,01/03/2016,195
Luciano,223560,Problemas musculares na coxa,08/05/2015,19/06/2015,42
Héctor Hernández,273738,Lesão dos ligamentos laterais do joelho,23/10/2024,,45
Héctor Hernández,273738,Lesão desconhecida,01/03/2023,12/04/2023,42
Héctor Hernández,273738,Lesão desconhecida,14/12/2022,14/02/2023,62
Héctor Hernández,273738,Lesão no joelho,25/09/2017,05/10/2017,10
Héctor Hernández,273738,Fratura da clavícula,27/01/2014,03/04/2014,66
Lucas Barbosa,816144,Entorse do tornozelo,21/10/2024,01/11/2024,11
Gonzalo Mastriani,195882,Artroscopia,30/10/2024,,38
Gonzalo Mastriani,195882,Lesão na panturrilha,27/06/2024,17/07/2024,20
Gonzalo Mastriani,195882,Problemas físicos,22/08/2018,28/08/2018,6
Gonzalo Mastriani,195882,Lesão meniscal,11/12/2012,11/01/2013,31
David,373189,Rotura dos ligamentos cruzados,30/09/2024,,68
David,373189,ferimento facial,19/08/2024,31/08/2024,12
David,373189,Lesão no joelho,15/04/2023,25/05/2023,40
David,373189,Ligamento Esticado,11/02/2023,04/03/2023,21
Emerson Rodríguez,715140,Fratura do Metatarso,21/07/2021,01/09/2021,42
Emerson Rodríguez,715140,Lesão muscular,09/09/2020,05/10/2020,26
Emerson Rodríguez,715140,Lesão no joelho,20/01/2020,10/03/2020,50
